practice_id,accepting_adults,accepting_children,last_reported
V000557,yes,no,2026-02-11
V020786,no,no,2026-02-11
V005598,no,no,2026-02-11
V004946,no,yes,2026-02-11
V007456,no,no,2026-02-11
V011059,yes,yes,2026-02-11
V001200,yes,yes,2026-02-11
V008277,yes,yes,2026-02-11
V002793,yes,yes,2026-02-11
V006326,no,no,2026-02-11
V004382,no,yes,2026-02-11
V005946,yes,yes,2026-02-11
V012330,no,no,2026-02-11
V003232,yes,yes,2026-02-11
V008639,no,no,2026-02-11
V005644,no,yes,2026-02-11
V006238,no,no,2026-02-11
V007952,no,no,2026-02-11
V007975,no,no,2026-02-11
V002253,no,no,2026-02-11
V001633,no,yes,2026-02-11
V003478,yes,yes,2026-02-11
V012847,no,no,2026-02-11
V007200,no,no,2026-02-11
V006950,no,no,2026-02-11
V002541,yes,yes,2026-02-11
V032506,yes,yes,2026-02-11
V006147,no,no,2026-02-11
V008805,no,yes,2026-02-11
V008725,yes,yes,2026-02-11
V005463,no,no,2026-02-11
V005023,yes,yes,2026-02-11
V006477,no,no,2026-02-11
V008652,no,no,2026-02-11
V000525,no,no,2026-02-11
V017548,yes,yes,2026-02-11
V001231,no,no,2026-02-11
V001971,no,no,2026-02-11
V005772,yes,yes,2026-02-11
V028409,yes,yes,2026-02-11
V006469,unknown,unknown,2026-02-11
V008439,unknown,unknown,2026-02-11
V002189,no,no,2026-02-11
V002065,no,no,2026-02-11
V009986,unknown,unknown,2026-02-11
V013530,no,no,2026-02-11
V008896,unknown,unknown,2026-02-11
V001682,no,no,2026-02-11
V014242,no,no,2026-02-11
V000109,no,no,2026-02-11
V008816,no,no,2026-02-11
V016442,yes,yes,2026-02-11
V009453,no,no,2026-02-11
V042461,no,no,2026-02-11
V004513,no,no,2026-02-11
V009461,no,no,2026-02-11
V009910,unknown,unknown,2026-02-11
V017329,no,no,2026-02-11
V042596,unknown,unknown,2026-02-11
V026454,yes,yes,2026-02-11
V001510,no,no,2026-02-11
V032079,no,yes,2026-02-11
V005136,no,no,2026-02-11
V018048,no,no,2026-02-11
V028530,yes,yes,2026-02-11
V014321,yes,yes,2026-02-11
V042641,no,yes,2026-02-11
V043874,no,yes,2026-02-11
V030265,yes,yes,2026-02-11
V162570,no,no,2026-02-11
V006357,yes,yes,2026-02-11
V009126,unknown,unknown,2026-02-11
V040659,no,no,2026-02-11
V043216,yes,yes,2026-02-11
V061632,no,no,2026-02-11
V081358,no,no,2026-02-11
V061553,no,no,2026-02-11
V030055,unknown,unknown,2026-02-11
V031308,unknown,unknown,2026-02-11
V237347,no,no,2026-02-11
V012052,unknown,unknown,2026-02-11
V134979,no,no,2026-02-11
V036629,unknown,unknown,2026-02-11
V038027,no,no,2026-02-11
V020761,yes,yes,2026-02-11
V168003,no,yes,2026-02-11
V181637,unknown,unknown,2026-02-11
V290812,unknown,unknown,2026-02-11
V282354,no,no,2026-02-11
V247583,no,no,2026-02-11
V041720,no,no,2026-02-11
V324173,yes,yes,2026-02-11
V304578,no,no,2026-02-11
V187756,no,no,2026-02-11
V330935,yes,yes,2026-02-11
V002555,unknown,unknown,2026-02-11
V346133,no,yes,2026-02-11
V264591,yes,yes,2026-02-11
V339360,no,no,2026-02-11
V298187,no,no,2026-02-11
V368449,no,no,2026-02-11
V041316,no,no,2026-02-11
V348040,no,no,2026-02-11
V351366,yes,yes,2026-02-11
V351768,unknown,unknown,2026-02-11
V001836,yes,yes,2026-02-11
V005889,unknown,unknown,2026-02-11
V000277,no,no,2026-02-11
V000284,no,no,2026-02-11
V002464,no,no,2026-02-11
V013095,yes,yes,2026-02-11
V000288,no,no,2026-02-11
V003528,yes,yes,2026-02-11
V003524,yes,yes,2026-02-11
V013240,no,no,2026-02-11
V002442,yes,yes,2026-02-11
V000259,no,yes,2026-02-11
V115881,unknown,unknown,2026-02-11
V001820,no,no,2026-02-11
V000286,no,no,2026-02-11
V002292,yes,yes,2026-02-11
V003111,no,no,2026-02-11
V003114,no,no,2026-02-11
V003141,no,no,2026-02-11
V003134,yes,yes,2026-02-11
V006305,no,yes,2026-02-11
V007636,no,no,2026-02-11
V005853,yes,yes,2026-02-11
V005755,no,no,2026-02-11
V001947,no,no,2026-02-11
V000804,no,no,2026-02-11
V000707,no,no,2026-02-11
V000808,no,yes,2026-02-11
V000810,no,yes,2026-02-11
V000367,yes,yes,2026-02-11
V400503,no,no,2026-02-11
V005542,yes,yes,2026-02-11
V007390,no,no,2026-02-11
V005844,yes,yes,2026-02-11
V005919,no,no,2026-02-11
V010790,unknown,unknown,2026-02-11
V004982,yes,yes,2026-02-11
V003422,yes,yes,2026-02-11
V005428,yes,yes,2026-02-11
V004827,no,no,2026-02-11
V001906,no,no,2026-02-11
V003405,no,no,2026-02-11
V017518,yes,yes,2026-02-11
V004256,yes,no,2026-02-11
V004179,yes,yes,2026-02-11
V013556,no,no,2026-02-11
V003663,yes,yes,2026-02-11
V000094,no,no,2026-02-11
V000103,no,no,2026-02-11
V001053,no,no,2026-02-11
V001031,no,no,2026-02-11
V002369,no,no,2026-02-11
V002365,no,no,2026-02-11
V002372,no,no,2026-02-11
V005439,yes,yes,2026-02-11
V006662,no,yes,2026-02-11
V006666,no,no,2026-02-11
V012999,no,no,2026-02-11
V007903,no,no,2026-02-11
V007671,no,no,2026-02-11
V004419,no,no,2026-02-11
V023678,no,no,2026-02-11
V007412,yes,yes,2026-02-11
V001996,no,no,2026-02-11
V006873,yes,yes,2026-02-11
V003300,no,no,2026-02-11
V008113,no,yes,2026-02-11
V009217,yes,yes,2026-02-11
V012759,no,no,2026-02-11
V003313,no,no,2026-02-11
V008108,unknown,unknown,2026-02-11
V011259,no,no,2026-02-11
V006288,no,no,2026-02-11
V001452,no,no,2026-02-11
V004947,no,no,2026-02-11
V004076,yes,no,2026-02-11
V001429,no,no,2026-02-11
V001078,no,no,2026-02-11
V001456,no,no,2026-02-11
V004047,no,no,2026-02-11
V004061,no,yes,2026-02-11
V005667,no,yes,2026-02-11
V006016,no,no,2026-02-11
V005662,no,yes,2026-02-11
V000202,yes,yes,2026-02-11
V003231,no,no,2026-02-11
V003500,yes,yes,2026-02-11
V000149,yes,yes,2026-02-11
V023602,no,yes,2026-02-11
V008776,no,no,2026-02-11
V020403,no,no,2026-02-11
V002495,no,yes,2026-02-11
V008995,yes,yes,2026-02-11
V003512,no,no,2026-02-11
V006484,yes,yes,2026-02-11
V011616,no,yes,2026-02-11
V001625,yes,yes,2026-02-11
V001686,yes,yes,2026-02-11
V008630,no,yes,2026-02-11
V002588,no,yes,2026-02-11
V001724,no,yes,2026-02-11
V008642,yes,yes,2026-02-11
V007745,no,no,2026-02-11
V007746,no,yes,2026-02-11
V002976,yes,yes,2026-02-11
V007629,no,no,2026-02-11
V006866,no,no,2026-02-11
V002465,no,no,2026-02-11
V011604,no,no,2026-02-11
V003050,yes,yes,2026-02-11
V003768,no,no,2026-02-11
V003364,yes,yes,2026-02-11
V006669,no,yes,2026-02-11
V003841,no,no,2026-02-11
V001336,no,no,2026-02-11
V003928,no,yes,2026-02-11
V003395,no,no,2026-02-11
V001717,no,no,2026-02-11
V003667,no,no,2026-02-11
V373191,unknown,unknown,2026-02-11
V005120,no,no,2026-02-11
V003048,no,no,2026-02-11
V012981,no,no,2026-02-11
V005325,no,no,2026-02-11
V005298,no,no,2026-02-11
V005332,no,yes,2026-02-11
V003778,yes,yes,2026-02-11
V001478,yes,yes,2026-02-11
V001191,yes,yes,2026-02-11
V002388,no,yes,2026-02-11
V004649,no,yes,2026-02-11
V003272,no,no,2026-02-11
V004900,no,yes,2026-02-11
V004870,no,no,2026-02-11
V003931,yes,yes,2026-02-11
V001187,yes,yes,2026-02-11
V003783,yes,yes,2026-02-11
V003910,yes,yes,2026-02-11
V003907,no,no,2026-02-11
V003576,no,no,2026-02-11
V014018,no,no,2026-02-11
V364061,yes,yes,2026-02-11
V013489,no,yes,2026-02-11
V001209,no,no,2026-02-11
V008239,no,no,2026-02-11
V379650,no,yes,2026-02-11
V379873,no,no,2026-02-11
V040248,unknown,unknown,2026-02-11
V007216,yes,yes,2026-02-11
V005745,yes,yes,2026-02-11
V003553,no,no,2026-02-11
V008478,no,no,2026-02-11
V010677,yes,yes,2026-02-11
V007607,yes,yes,2026-02-11
V000265,unknown,unknown,2026-02-11
V006361,no,no,2026-02-11
V007436,no,no,2026-02-11
V005764,no,no,2026-02-11
V000979,no,no,2026-02-11
V006102,no,yes,2026-02-11
V006709,no,no,2026-02-11
V001424,yes,yes,2026-02-11
V004646,no,yes,2026-02-11
V007941,no,no,2026-02-11
V006603,no,no,2026-02-11
V007322,no,yes,2026-02-11
V001443,no,yes,2026-02-11
V006378,yes,yes,2026-02-11
V006213,no,no,2026-02-11
V006114,yes,yes,2026-02-11
V009107,no,no,2026-02-11
V008727,unknown,unknown,2026-02-11
V014064,no,no,2026-02-11
V008686,no,no,2026-02-11
V007347,no,no,2026-02-11
V008684,unknown,unknown,2026-02-11
V000894,no,yes,2026-02-11
V017427,no,no,2026-02-11
V000861,no,no,2026-02-11
V000857,no,no,2026-02-11
V008749,no,yes,2026-02-11
V006520,yes,yes,2026-02-11
V012570,no,no,2026-02-11
V006576,no,no,2026-02-11
V009691,no,no,2026-02-11
V012042,no,no,2026-02-11
V004470,no,no,2026-02-11
V004479,no,no,2026-02-11
V005405,no,no,2026-02-11
V002402,no,yes,2026-02-11
V029381,no,yes,2026-02-11
V008706,yes,yes,2026-02-11
V012511,no,yes,2026-02-11
V003824,no,no,2026-02-11
V401341,unknown,unknown,2026-02-11
V003626,no,no,2026-02-11
V000817,no,no,2026-02-11
V002785,no,no,2026-02-11
V009145,no,no,2026-02-11
V006444,yes,yes,2026-02-11
V001340,no,no,2026-02-11
V007102,no,yes,2026-02-11
V006631,no,no,2026-02-11
V006058,no,yes,2026-02-11
V007349,no,no,2026-02-11
V006070,yes,yes,2026-02-11
V006548,no,yes,2026-02-11
V383254,yes,yes,2026-02-11
V384053,unknown,unknown,2026-02-11
V001598,yes,yes,2026-02-11
V006132,no,yes,2026-02-11
V001689,yes,yes,2026-02-11
V006162,no,no,2026-02-11
V006087,yes,yes,2026-02-11
V006094,no,no,2026-02-11
V000189,yes,yes,2026-02-11
V006107,unknown,unknown,2026-02-11
V000977,yes,yes,2026-02-11
V012834,yes,yes,2026-02-11
V008884,yes,yes,2026-02-11
V004665,no,yes,2026-02-11
V008886,yes,yes,2026-02-11
V008280,unknown,unknown,2026-02-11
V004169,no,no,2026-02-11
V005455,no,no,2026-02-11
V008492,unknown,unknown,2026-02-11
V004316,no,no,2026-02-11
V401574,unknown,unknown,2026-02-11
V002948,no,no,2026-02-11
V002424,no,no,2026-02-11
V002049,no,no,2026-02-11
V001675,no,yes,2026-02-11
V001461,no,no,2026-02-11
V002625,no,no,2026-02-11
V001294,no,no,2026-02-11
V009584,no,no,2026-02-11
V004465,yes,yes,2026-02-11
V007617,no,yes,2026-02-11
V004677,yes,yes,2026-02-11
V000210,no,no,2026-02-11
V006811,yes,yes,2026-02-11
V007066,no,yes,2026-02-11
V008367,yes,yes,2026-02-11
V000938,no,no,2026-02-11
V009207,no,yes,2026-02-11
V005777,no,yes,2026-02-11
V009136,unknown,unknown,2026-02-11
V005295,unknown,unknown,2026-02-11
V008162,yes,yes,2026-02-11
V006063,no,yes,2026-02-11
V000057,yes,yes,2026-02-11
V003164,no,no,2026-02-11
V002547,no,no,2026-02-11
V002509,no,yes,2026-02-11
V004794,yes,yes,2026-02-11
V000015,no,no,2026-02-11
V029841,yes,yes,2026-02-11
V007699,yes,yes,2026-02-11
V004569,no,no,2026-02-11
V002310,yes,yes,2026-02-11
V008538,no,yes,2026-02-11
V002330,no,no,2026-02-11
V006940,no,no,2026-02-11
V013955,no,no,2026-02-11
V001499,no,no,2026-02-11
V016048,no,no,2026-02-11
V004434,no,yes,2026-02-11
V003205,no,no,2026-02-11
V001170,yes,yes,2026-02-11
V002294,yes,yes,2026-02-11
V013791,unknown,unknown,2026-02-11
V013079,no,no,2026-02-11
V000731,no,yes,2026-02-11
V000930,yes,yes,2026-02-11
V008452,no,yes,2026-02-11
V002762,yes,yes,2026-02-11
V004980,yes,yes,2026-02-11
V005918,no,no,2026-02-11
V001450,no,no,2026-02-11
V009178,no,no,2026-02-11
V003741,unknown,unknown,2026-02-11
V004312,no,no,2026-02-11
V004615,no,no,2026-02-11
V009596,no,no,2026-02-11
V010352,unknown,unknown,2026-02-11
V012729,yes,yes,2026-02-11
V008023,yes,yes,2026-02-11
V006271,no,no,2026-02-11
V014414,no,yes,2026-02-11
V014524,yes,yes,2026-02-11
V007823,yes,yes,2026-02-11
V004093,yes,yes,2026-02-11
V004338,unknown,unknown,2026-02-11
V009228,no,yes,2026-02-11
V005536,unknown,unknown,2026-02-11
V002079,yes,yes,2026-02-11
V005653,yes,yes,2026-02-11
V005707,yes,yes,2026-02-11
V006351,yes,yes,2026-02-11
V004562,yes,yes,2026-02-11
V004008,no,no,2026-02-11
V002800,no,yes,2026-02-11
V002475,unknown,unknown,2026-02-11
V039370,unknown,unknown,2026-02-11
V005880,no,no,2026-02-11
V044035,no,yes,2026-02-11
V010965,no,no,2026-02-11
V001504,yes,yes,2026-02-11
V001502,no,yes,2026-02-11
V001556,no,no,2026-02-11
V315131,no,no,2026-02-11
V001921,no,no,2026-02-11
V007749,yes,yes,2026-02-11
V012621,no,no,2026-02-11
V001882,no,yes,2026-02-11
V000949,no,no,2026-02-11
V007029,no,no,2026-02-11
V005177,yes,yes,2026-02-11
V008500,yes,yes,2026-02-11
V321796,yes,yes,2026-02-11
V009905,no,no,2026-02-11
V006796,no,no,2026-02-11
V008885,no,no,2026-02-11
V000425,no,no,2026-02-11
V000661,yes,yes,2026-02-11
V001405,no,yes,2026-02-11
V012825,no,no,2026-02-11
V000654,yes,yes,2026-02-11
V013603,no,no,2026-02-11
V002241,no,no,2026-02-11
V003765,yes,yes,2026-02-11
V000679,yes,yes,2026-02-11
V011748,no,no,2026-02-11
V000459,yes,yes,2026-02-11
V000517,yes,yes,2026-02-11
V000463,yes,yes,2026-02-11
V000650,yes,yes,2026-02-11
V001860,yes,yes,2026-02-11
V002028,no,no,2026-02-11
V002880,no,no,2026-02-11
V391722,unknown,unknown,2026-02-11
V391999,unknown,unknown,2026-02-11
V002397,no,no,2026-02-11
V041782,no,no,2026-02-11
V002236,yes,yes,2026-02-11
V004717,yes,yes,2026-02-11
V004770,no,no,2026-02-11
V023438,yes,yes,2026-02-11
V002132,yes,yes,2026-02-11
V002807,no,no,2026-02-11
V003518,no,no,2026-02-11
V002352,yes,yes,2026-02-11
V014858,no,no,2026-02-11
V001692,no,no,2026-02-11
V000727,no,no,2026-02-11
V006415,yes,yes,2026-02-11
V005799,unknown,unknown,2026-02-11
V014059,yes,yes,2026-02-11
V040060,unknown,unknown,2026-02-11
V004846,yes,yes,2026-02-11
V004848,yes,yes,2026-02-11
V001436,no,yes,2026-02-11
V019856,no,no,2026-02-11
V003450,yes,yes,2026-02-11
V004801,no,no,2026-02-11
V004806,yes,yes,2026-02-11
V002500_1,yes,yes,2026-02-11
V009396,no,no,2026-02-11
V002030,no,no,2026-02-11
V007728,no,no,2026-02-11
V012220,no,no,2026-02-11
V004966,no,no,2026-02-11
V005504,yes,yes,2026-02-11
V002869,yes,yes,2026-02-11
V043956,no,no,2026-02-11
V004458,no,no,2026-02-11
V012811,no,no,2026-02-11
V000944,no,no,2026-02-11
V394561,unknown,unknown,2026-02-11
V014287,yes,yes,2026-02-11
V394956,yes,yes,2026-02-11
V396195,yes,yes,2026-02-11
V396316,yes,yes,2026-02-11
V396529,yes,yes,2026-02-11
V009789,no,no,2026-02-11
V004466,unknown,unknown,2026-02-11
V009095,no,no,2026-02-11
V003750,no,no,2026-02-11
V012556,no,no,2026-02-11
V006413,yes,yes,2026-02-11
V006411,yes,yes,2026-02-11
V028473,yes,yes,2026-02-11
V003310,no,no,2026-02-11
V005960,no,yes,2026-02-11
V005955,no,no,2026-02-11
V014317,no,yes,2026-02-11
V012591,yes,yes,2026-02-11
V002317,yes,yes,2026-02-11
V002748,no,yes,2026-02-11
V008210,no,no,2026-02-11
V002761,no,no,2026-02-11
V002742,no,no,2026-02-11
V007478,unknown,unknown,2026-02-11
V003264,no,no,2026-02-11
V002843,yes,yes,2026-02-11
V003247,yes,yes,2026-02-11
V002844,yes,yes,2026-02-11
V000147,no,no,2026-02-11
V005361,yes,yes,2026-02-11
V000449,unknown,unknown,2026-02-11
V012762,no,yes,2026-02-11
V007682,no,no,2026-02-11
V009000,no,no,2026-02-11
V000376,no,no,2026-02-11
V000350,no,no,2026-02-11
V000365,no,yes,2026-02-11
V012449,yes,yes,2026-02-11
V000393,no,yes,2026-02-11
V000251,no,no,2026-02-11
V004847,no,yes,2026-02-11
V005213,yes,yes,2026-02-11
V004514,no,no,2026-02-11
V008327,no,no,2026-02-11
V003229,no,no,2026-02-11
V006387,no,no,2026-02-11
V004953,no,no,2026-02-11
V013688,yes,yes,2026-02-11
V001473,no,no,2026-02-11
V007392,unknown,unknown,2026-02-11
V000606,no,no,2026-02-11
V013208,yes,yes,2026-02-11
V001388,no,yes,2026-02-11
V025272,unknown,unknown,2026-02-11
V000590,no,yes,2026-02-11
V013323,no,no,2026-02-11
V398450,unknown,unknown,2026-02-11
V007470,no,yes,2026-02-11
V011222,no,no,2026-02-11
V001948,no,no,2026-02-11
V009142,no,no,2026-02-11
V012753,no,no,2026-02-11
V013182,no,no,2026-02-11
V000113,no,no,2026-02-11
V000048,no,no,2026-02-11
V005078,no,no,2026-02-11
V005839,yes,yes,2026-02-11
V007742,yes,yes,2026-02-11
V006764,no,no,2026-02-11
V008498,no,no,2026-02-11
V005649,no,yes,2026-02-11
V007995,no,no,2026-02-11
V007960,unknown,unknown,2026-02-11
V007439,no,yes,2026-02-11
V006426,no,yes,2026-02-11
V001985,no,no,2026-02-11
V021942,yes,yes,2026-02-11
V008418,yes,yes,2026-02-11
V006124,yes,yes,2026-02-11
V006112,no,no,2026-02-11
V044697,no,no,2026-02-11
V005524,no,no,2026-02-11
V008791,no,no,2026-02-11
V012257,yes,yes,2026-02-11
V005419,yes,yes,2026-02-11
V008074,no,no,2026-02-11
V007645,no,no,2026-02-11
V014098,no,no,2026-02-11
V002142,no,no,2026-02-11
V005421,yes,yes,2026-02-11
V005318,no,no,2026-02-11
V001471,no,no,2026-02-11
V010017,unknown,unknown,2026-02-11
V007012,no,no,2026-02-11
V002215,no,no,2026-02-11
V003593,no,no,2026-02-11
V010209,unknown,unknown,2026-02-11
V028869,unknown,unknown,2026-02-11
V014746,no,no,2026-02-11
V042453,no,no,2026-02-11
V007212,yes,yes,2026-02-11
V028732,unknown,unknown,2026-02-11
V010033,yes,yes,2026-02-11
V014462,yes,yes,2026-02-11
V009995,unknown,unknown,2026-02-11
V018409,yes,yes,2026-02-11
V017327,no,no,2026-02-11
V009388,no,no,2026-02-11
V031657,no,no,2026-02-11
V004439,no,no,2026-02-11
V008364,no,yes,2026-02-11
V000744,unknown,unknown,2026-02-11
V043439,no,no,2026-02-11
V042958,yes,yes,2026-02-11
V018269,yes,yes,2026-02-11
V041707,no,yes,2026-02-11
V020922,no,no,2026-02-11
V016875,no,no,2026-02-11
V011151,unknown,unknown,2026-02-11
V046588,yes,yes,2026-02-11
V020950,no,no,2026-02-11
V193503,yes,yes,2026-02-11
V022402,no,yes,2026-02-11
V100550,yes,yes,2026-02-11
V050636,no,no,2026-02-11
V054845,no,no,2026-02-11
V030365,unknown,unknown,2026-02-11
V170213,no,no,2026-02-11
V111658,no,no,2026-02-11
V099085,no,no,2026-02-11
V069572,unknown,unknown,2026-02-11
V045592,no,no,2026-02-11
V183264,no,yes,2026-02-11
V207205,yes,yes,2026-02-11
V238820,no,no,2026-02-11
V023443,unknown,unknown,2026-02-11
V120931,unknown,unknown,2026-02-11
V227152,no,no,2026-02-11
V239824,yes,yes,2026-02-11
V205448,no,no,2026-02-11
V010794,no,no,2026-02-11
V141871,no,yes,2026-02-11
V150124,unknown,unknown,2026-02-11
V008937,no,no,2026-02-11
V271133,no,no,2026-02-11
V134988,no,no,2026-02-11
V216889,no,no,2026-02-11
V179526,yes,yes,2026-02-11
V036223,no,no,2026-02-11
V115417,no,no,2026-02-11
V044505,no,no,2026-02-11
V288033,no,no,2026-02-11
V279915,no,no,2026-02-11
V252308,no,no,2026-02-11
V309677,no,no,2026-02-11
V014983,no,no,2026-02-11
V283552,no,no,2026-02-11
V292338,no,no,2026-02-11
V039529,unknown,unknown,2026-02-11
V294745,no,no,2026-02-11
V038603,no,no,2026-02-11
V352833,unknown,unknown,2026-02-11
V363304,no,no,2026-02-11
V359492,no,no,2026-02-11
V367033,yes,yes,2026-02-11
V367066,no,no,2026-02-11
V001734,no,no,2026-02-11
V000724,no,no,2026-02-11
V016016,no,yes,2026-02-11
V000072,no,yes,2026-02-11
V003678,no,no,2026-02-11
V000127,no,no,2026-02-11
V001916,no,no,2026-02-11
V003655,yes,yes,2026-02-11
V013350,no,no,2026-02-11
V001927,no,no,2026-02-11
V004859,yes,yes,2026-02-11
V001043,no,no,2026-02-11
V001052,no,yes,2026-02-11
V005442,yes,yes,2026-02-11
V005374,no,yes,2026-02-11
V001890,no,no,2026-02-11
V005403,no,yes,2026-02-11
V005184,yes,yes,2026-02-11
V008219,no,no,2026-02-11
V004415,unknown,unknown,2026-02-11
V008430,yes,yes,2026-02-11
V042965,yes,yes,2026-02-11
V003314,no,no,2026-02-11
V014761,yes,yes,2026-02-11
V000802,yes,yes,2026-02-11
V006878,no,yes,2026-02-11
V008127,no,no,2026-02-11
V006889,no,yes,2026-02-11
V006874,no,yes,2026-02-11
V004137,yes,yes,2026-02-11
V002562,no,no,2026-02-11
V002590,yes,yes,2026-02-11
V004198,yes,yes,2026-02-11
V014830,no,no,2026-02-11
V005655,no,no,2026-02-11
V001100,no,no,2026-02-11
V005053,no,no,2026-02-11
V001828,yes,yes,2026-02-11
V005728,yes,yes,2026-02-11
V001878,yes,yes,2026-02-11
V002599,no,no,2026-02-11
V002989,no,no,2026-02-11
V000356,yes,yes,2026-02-11
V002955,unknown,unknown,2026-02-11
V007765,yes,yes,2026-02-11
V003070,no,no,2026-02-11
V002833,no,yes,2026-02-11
V004783,no,no,2026-02-11
V013307,no,no,2026-02-11
V001604,unknown,unknown,2026-02-11
V001629,no,no,2026-02-11
V005554,yes,yes,2026-02-11
V008627,yes,yes,2026-02-11
V008664,no,no,2026-02-11
V006176,no,no,2026-02-11
V007756,yes,yes,2026-02-11
V006139,yes,yes,2026-02-11
V003022,yes,yes,2026-02-11
V008396,no,no,2026-02-11
V005171,yes,yes,2026-02-11
V005296,yes,yes,2026-02-11
V006507,no,no,2026-02-11
V008408,yes,yes,2026-02-11
V006963,no,no,2026-02-11
V008410,no,no,2026-02-11
V008499,no,yes,2026-02-11
V003028,yes,yes,2026-02-11
V002383,yes,yes,2026-02-11
V001332,no,yes,2026-02-11
V003922,yes,yes,2026-02-11
V001610,no,no,2026-02-11
V003394,no,no,2026-02-11
V000996,no,no,2026-02-11
V003125,no,no,2026-02-11
V002666,no,no,2026-02-11
V002729,yes,yes,2026-02-11
V006333,no,yes,2026-02-11
V004703,no,yes,2026-02-11
V006322,no,no,2026-02-11
V007888,no,no,2026-02-11
V007901,no,no,2026-02-11
V001133,no,no,2026-02-11
V000379,no,no,2026-02-11
V012547,yes,yes,2026-02-11
V004656,unknown,unknown,2026-02-11
V010909,no,yes,2026-02-11
V004578,no,yes,2026-02-11
V004845,no,no,2026-02-11
V005092,yes,yes,2026-02-11
V012276,yes,yes,2026-02-11
V003440,yes,yes,2026-02-11
V012980,yes,yes,2026-02-11
V003546,yes,yes,2026-02-11
V004810,yes,yes,2026-02-11
V003895,no,yes,2026-02-11
V003774,no,no,2026-02-11
V001210,unknown,unknown,2026-02-11
V001189,yes,yes,2026-02-11
V003883,yes,yes,2026-02-11
V002706,no,no,2026-02-11
V002318,yes,yes,2026-02-11
V004361,no,no,2026-02-11
V012163,no,no,2026-02-11
V007088,no,no,2026-02-11
V005159,yes,yes,2026-02-11
V013031,no,yes,2026-02-11
V001477,no,yes,2026-02-11
V006004,no,no,2026-02-11
V001764,no,yes,2026-02-11
V001274,no,no,2026-02-11
V007358,yes,yes,2026-02-11
V003566,no,no,2026-02-11
V007265,no,no,2026-02-11
V001768,no,no,2026-02-11
V010764,no,yes,2026-02-11
V006922,yes,yes,2026-02-11
V003417,yes,yes,2026-02-11
V001437,no,yes,2026-02-11
V008060,yes,yes,2026-02-11
V008003,unknown,unknown,2026-02-11
V006379,yes,yes,2026-02-11
V006377,no,yes,2026-02-11
V000302,no,no,2026-02-11
V001876,no,no,2026-02-11
V203859,yes,yes,2026-02-11
V006927,yes,yes,2026-02-11
V006932,yes,yes,2026-02-11
V006943,yes,yes,2026-02-11
V006962,yes,yes,2026-02-11
V000920,no,no,2026-02-11
V005920,no,yes,2026-02-11
V008501,no,yes,2026-02-11
V006494,no,no,2026-02-11
V008822,yes,yes,2026-02-11
V000932,yes,yes,2026-02-11
V004067,no,no,2026-02-11
V005107,yes,yes,2026-02-11
V004102,yes,yes,2026-02-11
V004371,no,no,2026-02-11
V006708,no,no,2026-02-11
V012791,no,no,2026-02-11
V002025,no,no,2026-02-11
V005472,yes,yes,2026-02-11
V002406,no,no,2026-02-11
V007555,yes,yes,2026-02-11
V004268,no,yes,2026-02-11
V013004,yes,yes,2026-02-11
V007770,no,no,2026-02-11
V004819,no,no,2026-02-11
V011766,no,no,2026-02-11
V004108,no,no,2026-02-11
V006280,no,yes,2026-02-11
V001312,no,yes,2026-02-11
V009576,yes,yes,2026-02-11
V013115,yes,yes,2026-02-11
V013113,yes,yes,2026-02-11
V006211,no,no,2026-02-11
V007684,no,no,2026-02-11
V008243,no,no,2026-02-11
V004166,no,no,2026-02-11
V402879,unknown,unknown,2026-02-11
V006915,no,no,2026-02-11
V002642,no,yes,2026-02-11
V003809,no,yes,2026-02-11
V007119,yes,yes,2026-02-11
V003361,yes,yes,2026-02-11
V004104,yes,yes,2026-02-11
V002700,no,no,2026-02-11
V001306,no,no,2026-02-11
V006860,yes,yes,2026-02-11
V007619,no,yes,2026-02-11
V000939,no,yes,2026-02-11
V004676,no,no,2026-02-11
V007618,no,no,2026-02-11
V001263,no,no,2026-02-11
V001293,no,no,2026-02-11
V010712,yes,yes,2026-02-11
V007407,yes,yes,2026-02-11
V008160,no,yes,2026-02-11
V009147,no,no,2026-02-11
V005254,no,yes,2026-02-11
V002438,no,yes,2026-02-11
V004914,yes,yes,2026-02-11
V002314,yes,yes,2026-02-11
V002501,no,no,2026-02-11
V002545,yes,yes,2026-02-11
V002496,no,yes,2026-02-11
V002507,no,yes,2026-02-11
V001744,yes,yes,2026-02-11
V002483,no,no,2026-02-11
V010440,yes,yes,2026-02-11
V001265,no,no,2026-02-11
V007208,yes,yes,2026-02-11
V000512,no,no,2026-02-11
V005456,yes,yes,2026-02-11
V007876,no,yes,2026-02-11
V002894,no,yes,2026-02-11
V007201,yes,yes,2026-02-11
V004236,yes,yes,2026-02-11
V004924,yes,yes,2026-02-11
V010614,no,no,2026-02-11
V002919,unknown,unknown,2026-02-11
V012951,yes,yes,2026-02-11
V001799,no,no,2026-02-11
V008615,yes,yes,2026-02-11
V012006,no,no,2026-02-11
V005893,no,no,2026-02-11
V014205,yes,yes,2026-02-11
V000453,yes,yes,2026-02-11
V001742,no,no,2026-02-11
V002168,unknown,unknown,2026-02-11
V001387,no,no,2026-02-11
V002336,yes,yes,2026-02-11
V000498,yes,yes,2026-02-11
V007166,no,yes,2026-02-11
V002104,no,no,2026-02-11
V004617,no,yes,2026-02-11
V010972,no,no,2026-02-11
